,ID,Brand,Model,Year,Color,Mileage,Price,Condition
21339,21340,Jaguar,Generic Model 2,2012.0,White,95187.0,36897.0,Used
21340,21341,BMW,Generic Model 3,1997.0,White,196652.0,45459.0,Used
21341,21342,Nissan,Generic Model 2,2020.0,Green,185002.0,5662.0,Used
21342,21343,Jaguar,Generic Model 1,2005.0,Blue,164845.0,59709.0,Used
21343,21344,Tesla,Generic Model 3,1997.0,Silver,40912.0,12173.0,Used
21344,21345,Hyundai,Generic Model 3,2020.0,Black,153157.0,34535.0,New
21345,21346,Subaru,Generic Model 1,2016.0,White,132070.0,27871.0,Used
21346,21347,Land Rover,Generic Model 2,2004.0,Blue,117559.0,71961.0,Used
21347,21348,Toyota,Highlander,2002.0,Blue,195353.0,47902.0,Used
21348,21349,Volkswagen,Generic Model 3,2010.0,Black,185166.0,15828.0,New
21349,21350,Volvo,Generic Model 1,1990.0,Black,11810.0,75190.0,New
21350,21351,Land Rover,Generic Model 1,1996.0,Red,154118.0,60486.0,Used
21351,21352,Tesla,Generic Model 1,1991.0,Blue,114237.0,10743.0,Used
21352,21353,Jeep,Generic Model 1,2007.0,Blue,173639.0,11639.0,Used
21353,21354,Hyundai,Generic Model 2,2017.0,Silver,46187.0,46654.0,New
21354,21355,Ford,Mustang,1993.0,Blue,139751.0,5690.0,Used
21355,21356,Jeep,Generic Model 1,1994.0,Black,31181.0,74870.0,Used
21356,21357,Toyota,Highlander,2017.0,Blue,122335.0,35461.0,New
21357,21358,Lexus,Generic Model 1,1999.0,Green,140496.0,53798.0,New
21358,21359,BMW,Generic Model 3,2010.0,Green,97108.0,9500.0,New
21359,21360,Land Rover,Generic Model 2,2015.0,Red,171599.0,59735.0,New
21360,21361,Volkswagen,Generic Model 2,1996.0,White,58023.0,17670.0,Used
21361,21362,Jaguar,Generic Model 3,2004.0,Black,143071.0,63745.0,New
21362,21363,Volkswagen,Generic Model 1,1991.0,Silver,35669.0,36960.0,New
21363,21364,Hyundai,Generic Model 3,2010.0,Red,25865.0,36345.0,Used
21364,21365,Volvo,Generic Model 1,1996.0,White,80285.0,48813.0,Used
21365,21366,Jaguar,Generic Model 3,2017.0,Green,56704.0,17107.0,New
21366,21367,Lexus,Generic Model 1,2021.0,Silver,146046.0,57428.0,New
21367,21368,Tesla,Generic Model 3,1994.0,White,106286.0,54491.0,New
21368,21369,Audi,Generic Model 2,1997.0,Green,85615.0,38231.0,New
21369,21370,Nissan,Generic Model 1,1999.0,Black,120601.0,45909.0,Used
21370,21371,Subaru,Generic Model 3,2011.0,Silver,3833.0,48829.0,New
21371,21372,Land Rover,Generic Model 1,1997.0,Red,105553.0,51228.0,Used
21372,21373,Land Rover,Generic Model 1,2001.0,Black,159515.0,54358.0,New
21373,21374,Nissan,Generic Model 3,2014.0,Black,112168.0,29823.0,Used
21374,21375,Mercedes-Benz,Generic Model 2,2019.0,Silver,136757.0,38143.0,Used
21375,21376,Jaguar,Generic Model 1,2007.0,Blue,156288.0,48653.0,New
21376,21377,Chevrolet,Generic Model 1,2009.0,Green,39975.0,40419.0,New
21377,21378,Land Rover,Generic Model 3,1996.0,Red,184943.0,8516.0,Used
21378,21379,Lexus,Generic Model 2,1997.0,Silver,44407.0,74893.0,New
21379,21380,Nissan,Generic Model 2,1991.0,Black,19025.0,15563.0,Used
21380,21381,Tesla,Generic Model 2,2017.0,Blue,121079.0,27009.0,New
21381,21382,Ford,Escape,1995.0,Red,19182.0,41865.0,Used
21382,21383,Volvo,Generic Model 3,2011.0,Green,192600.0,14396.0,New
21383,21384,Volkswagen,Generic Model 3,1998.0,Black,179849.0,25055.0,New
21384,21385,Ford,Edge,1994.0,Silver,91343.0,30887.0,New
21385,21386,Tesla,Generic Model 2,2018.0,Black,46915.0,51630.0,New
21386,21387,Lexus,Generic Model 2,2001.0,White,124658.0,16202.0,Used
21387,21388,Chevrolet,Generic Model 3,1993.0,Green,110677.0,68580.0,Used
21388,21389,BMW,Generic Model 3,2017.0,Silver,52956.0,78704.0,New
21389,21390,Volvo,Generic Model 2,2001.0,Silver,37932.0,59846.0,New
21390,21391,Volkswagen,Generic Model 1,2014.0,White,125315.0,60988.0,New
21391,21392,Mazda,Generic Model 3,1990.0,Blue,192986.0,79773.0,New
21392,21393,Hyundai,Generic Model 1,1993.0,Silver,94389.0,36729.0,Used
21393,21394,Land Rover,Generic Model 1,2007.0,Silver,107360.0,78281.0,New
21394,21395,Mazda,Generic Model 3,1999.0,Red,26566.0,46965.0,Used
21395,21396,Hyundai,Generic Model 3,2012.0,Red,12425.0,25217.0,Used
21396,21397,Nissan,Generic Model 2,2013.0,Green,51704.0,38441.0,New
21397,21398,BMW,Generic Model 2,2001.0,Green,31511.0,31661.0,New
21398,21399,Porsche,Generic Model 3,2012.0,Blue,68992.0,14942.0,New
21399,21400,Volkswagen,Generic Model 3,1995.0,White,92278.0,13433.0,Used
21400,21401,Mazda,Generic Model 3,2013.0,Silver,41292.0,67890.0,New
21401,21402,Tesla,Generic Model 2,2009.0,Silver,130041.0,74855.0,Used
21402,21403,Ford,Escape,1994.0,Silver,55235.0,49629.0,Used
21403,21404,Mazda,Generic Model 3,1995.0,Red,39273.0,47259.0,New
21404,21405,Honda,Odyssey,1991.0,Blue,164205.0,67201.0,New
21405,21406,Nissan,Generic Model 3,2009.0,Green,188336.0,34837.0,Used
21406,21407,Volkswagen,Generic Model 3,2017.0,Green,61688.0,75612.0,New
21407,21408,Tesla,Generic Model 3,2016.0,Black,82576.0,20539.0,New
21408,21409,Volvo,Generic Model 2,2000.0,Blue,177668.0,78265.0,Used
21409,21410,Land Rover,Generic Model 3,2017.0,Red,29076.0,43262.0,New
21410,21411,Hyundai,Generic Model 2,2018.0,White,13474.0,36003.0,New
21411,21412,Honda,Odyssey,2002.0,Blue,174814.0,32432.0,Used
21412,21413,Lexus,Generic Model 1,2007.0,Silver,120142.0,53625.0,New
21413,21414,Volkswagen,Generic Model 2,2016.0,Silver,5572.0,17624.0,New
21414,21415,Ford,Explorer,1991.0,Blue,8454.0,10485.0,Used
21415,21416,Subaru,Generic Model 2,2000.0,Silver,106883.0,56797.0,New
21416,21417,Hyundai,Generic Model 2,2016.0,White,125650.0,12624.0,New
21417,21418,Porsche,Generic Model 1,1997.0,Green,166777.0,8528.0,New
21418,21419,Tesla,Generic Model 1,2019.0,Blue,103489.0,23510.0,New
21419,21420,Mercedes-Benz,Generic Model 2,2010.0,Red,104239.0,68151.0,New
21420,21421,Nissan,Generic Model 3,2020.0,Black,114402.0,24448.0,Used
21421,21422,BMW,Generic Model 2,2021.0,Blue,191775.0,31383.0,Used
21422,21423,Toyota,RAV4,2012.0,Red,143601.0,54794.0,Used
21423,21424,Audi,Generic Model 1,2017.0,White,23698.0,48896.0,New
21424,21425,Audi,Generic Model 3,2004.0,Silver,156592.0,27438.0,Used
21425,21426,Lexus,Generic Model 2,2015.0,Silver,160375.0,10294.0,Used
21426,21427,Land Rover,Generic Model 1,1996.0,Silver,77182.0,72739.0,Used
21427,21428,BMW,Generic Model 3,2000.0,Green,160126.0,16355.0,Used
21428,21429,Jaguar,Generic Model 3,2002.0,Silver,153506.0,37869.0,Used
21429,21430,Subaru,Generic Model 1,2002.0,White,53638.0,67484.0,Used
21430,21431,BMW,Generic Model 1,1993.0,Red,28424.0,30588.0,New
21431,21432,BMW,Generic Model 2,2016.0,Green,132694.0,9621.0,Used
21432,21433,BMW,Generic Model 2,1994.0,Silver,155470.0,59004.0,New
21433,21434,Chevrolet,Generic Model 2,1996.0,Silver,52788.0,36421.0,Used
21434,21435,Jeep,Generic Model 2,2021.0,Green,142146.0,35421.0,New
21435,21436,Lexus,Generic Model 2,2016.0,Silver,181918.0,18065.0,New
21436,21437,Nissan,Generic Model 1,1993.0,Red,154922.0,14625.0,New
21437,21438,Nissan,Generic Model 1,2017.0,White,124134.0,18921.0,Used
21438,21439,Volkswagen,Generic Model 1,2019.0,Silver,60106.0,72968.0,Used
21439,21440,Kia,Generic Model 3,2007.0,White,153879.0,63476.0,Used
21440,21441,Chevrolet,Generic Model 3,2002.0,Blue,16836.0,38010.0,New
21441,21442,Jaguar,Generic Model 2,2012.0,Blue,115260.0,68498.0,New
21442,21443,Nissan,Generic Model 2,1990.0,White,33786.0,69818.0,Used
21443,21444,Honda,Fit,2009.0,Silver,107264.0,28809.0,Used
21444,21445,Chevrolet,Generic Model 3,2014.0,Blue,8882.0,74317.0,New
21445,21446,Volkswagen,Generic Model 1,2012.0,Green,47564.0,15446.0,Used
21446,21447,BMW,Generic Model 2,1992.0,White,76866.0,58072.0,Used
21447,21448,Porsche,Generic Model 1,2013.0,Green,54197.0,53824.0,New
21448,21449,Volvo,Generic Model 1,2011.0,Silver,7612.0,22790.0,New
21449,21450,Kia,Generic Model 2,2004.0,Blue,18267.0,21858.0,Used
21450,21451,Volvo,Generic Model 1,1991.0,Silver,127731.0,67618.0,New
21451,21452,Jaguar,Generic Model 3,2016.0,Blue,89929.0,73915.0,Used
21452,21453,Toyota,Highlander,2016.0,Blue,31191.0,18392.0,New
21453,21454,Land Rover,Generic Model 1,2014.0,White,82243.0,57175.0,New
21454,21455,Porsche,Generic Model 3,1999.0,Blue,169249.0,21224.0,New
21455,21456,Land Rover,Generic Model 3,2010.0,Silver,159406.0,75703.0,Used
21456,21457,Lexus,Generic Model 3,2020.0,Green,43593.0,36402.0,New
21457,21458,Volvo,Generic Model 2,2004.0,White,50565.0,76378.0,New
21458,21459,Lexus,Generic Model 3,2016.0,Green,48796.0,12965.0,Used
21459,21460,Volvo,Generic Model 3,2016.0,Green,35590.0,21941.0,New
21460,21461,Jaguar,Generic Model 1,1999.0,Silver,117984.0,36772.0,Used
21461,21462,Porsche,Generic Model 2,2020.0,Green,22527.0,27862.0,Used
21462,21463,Mercedes-Benz,Generic Model 2,2019.0,Red,15676.0,19723.0,Used
21463,21464,Ford,Focus,2019.0,Black,71064.0,10041.0,Used
21464,21465,Honda,Pilot,1991.0,White,55951.0,30833.0,New
21465,21466,Subaru,Generic Model 3,2008.0,White,38771.0,62400.0,New
21466,21467,Ford,Escape,2003.0,Green,149093.0,63070.0,Used
21467,21468,Porsche,Generic Model 2,1992.0,Silver,145087.0,58702.0,New
21468,21469,Volkswagen,Generic Model 3,1994.0,Red,45284.0,19126.0,Used
21469,21470,Tesla,Generic Model 2,2008.0,Red,191709.0,68326.0,Used
21470,21471,Lexus,Generic Model 3,1996.0,Blue,156264.0,14248.0,New
21471,21472,Hyundai,Generic Model 2,1992.0,Green,46653.0,39255.0,New
21472,21473,Volvo,Generic Model 2,2018.0,Red,89778.0,35589.0,Used
21473,21474,Tesla,Generic Model 1,2012.0,Silver,91410.0,71181.0,New
21474,21475,Kia,Generic Model 2,2009.0,Blue,25381.0,71833.0,New
21475,21476,Jaguar,Generic Model 2,2001.0,White,120233.0,71911.0,New
21476,21477,Nissan,Generic Model 2,2014.0,Blue,141630.0,64222.0,New
21477,21478,Hyundai,Generic Model 3,2003.0,Blue,40169.0,40215.0,Used
21478,21479,Volkswagen,Generic Model 3,2020.0,Silver,79019.0,38171.0,New
21479,21480,Nissan,Generic Model 1,2011.0,White,191412.0,17150.0,Used
21480,21481,Toyota,Highlander,1998.0,Blue,33054.0,41140.0,Used
21481,21482,Nissan,Generic Model 2,2002.0,Silver,170112.0,54974.0,New
21482,21483,Porsche,Generic Model 2,2008.0,Green,95438.0,37917.0,New
21483,21484,Tesla,Generic Model 3,2003.0,Red,142106.0,17237.0,Used
21484,21485,Mercedes-Benz,Generic Model 1,2017.0,Black,37288.0,73748.0,Used
21485,21486,Hyundai,Generic Model 3,2020.0,White,194717.0,65586.0,New
21486,21487,Honda,CR-V,2006.0,Silver,67635.0,74150.0,New
21487,21488,Hyundai,Generic Model 3,2005.0,Green,112107.0,7512.0,New
21488,21489,Toyota,RAV4,2010.0,Blue,55924.0,49158.0,New
21489,21490,Nissan,Generic Model 3,1998.0,Blue,48792.0,5413.0,New
21490,21491,Volvo,Generic Model 3,1996.0,Silver,168267.0,56054.0,New
21491,21492,Audi,Generic Model 3,2012.0,Blue,170866.0,45134.0,New
21492,21493,Chevrolet,Generic Model 1,2021.0,Blue,136984.0,75535.0,New
21493,21494,Audi,Generic Model 1,1999.0,Silver,5646.0,35170.0,Used
21494,21495,Porsche,Generic Model 3,2013.0,Red,160469.0,74235.0,Used
21495,21496,BMW,Generic Model 3,1992.0,Green,15254.0,7833.0,New
21496,21497,Mazda,Generic Model 3,2019.0,Blue,54111.0,52440.0,New
21497,21498,Chevrolet,Generic Model 2,2009.0,White,60414.0,63307.0,New
21498,21499,Tesla,Generic Model 1,2016.0,Green,156905.0,62186.0,Used
21499,21500,Nissan,Generic Model 3,2008.0,Blue,31079.0,38804.0,New
21500,21501,Jaguar,Generic Model 2,2015.0,Green,69288.0,77253.0,Used
21501,21502,Porsche,Generic Model 3,2000.0,Blue,44259.0,35860.0,Used
21502,21503,Toyota,Camry,2012.0,Silver,81048.0,63226.0,New
21503,21504,Tesla,Generic Model 2,2006.0,Silver,117260.0,35331.0,New
21504,21505,Mercedes-Benz,Generic Model 1,2006.0,Silver,75849.0,54317.0,New
21505,21506,Chevrolet,Generic Model 1,1990.0,Silver,61757.0,5944.0,New
21506,21507,Porsche,Generic Model 1,2006.0,Green,78274.0,54396.0,New
21507,21508,Land Rover,Generic Model 1,1995.0,Red,133657.0,16489.0,Used
21508,21509,Chevrolet,Generic Model 1,2020.0,Red,55451.0,45633.0,Used
21509,21510,Honda,Accord,2022.0,Red,10933.0,52809.0,Used
21510,21511,Porsche,Generic Model 3,2005.0,Black,103375.0,60145.0,Used
21511,21512,Volvo,Generic Model 3,2001.0,Green,187553.0,71571.0,New
21512,21513,Audi,Generic Model 1,1995.0,Red,191279.0,17693.0,New
21513,21514,Mazda,Generic Model 2,1994.0,White,34956.0,32819.0,New
21514,21515,Volvo,Generic Model 2,2015.0,Green,36221.0,26907.0,New
21515,21516,Toyota,RAV4,2004.0,Green,119659.0,32067.0,Used
21516,21517,Chevrolet,Generic Model 2,1994.0,Blue,128056.0,42122.0,Used
21517,21518,Honda,Fit,2016.0,Red,536.0,48009.0,Used
21518,21519,Mazda,Generic Model 2,1993.0,Green,65657.0,74649.0,New
21519,21520,Volkswagen,Generic Model 2,2000.0,Green,72953.0,79202.0,New
21520,21521,Tesla,Generic Model 3,1998.0,Blue,198627.0,76230.0,Used
21521,21522,Subaru,Generic Model 1,2004.0,Blue,125710.0,69249.0,Used
21522,21523,Volvo,Generic Model 1,2021.0,Green,198036.0,31286.0,New
21523,21524,Toyota,Highlander,1995.0,White,70852.0,26911.0,Used
21524,21525,Mazda,Generic Model 2,2019.0,White,56150.0,6062.0,New
21525,21526,Toyota,RAV4,2006.0,Green,66233.0,46977.0,Used
21526,21527,Toyota,Tacoma,1994.0,Blue,73425.0,62466.0,New
21527,21528,Toyota,Highlander,2012.0,Green,118273.0,26031.0,New
21528,21529,Jeep,Generic Model 3,2022.0,White,183884.0,21541.0,New
21529,21530,Nissan,Generic Model 1,2011.0,Green,124199.0,13102.0,New
21530,21531,Subaru,Generic Model 1,2018.0,Silver,89611.0,12428.0,Used
21531,21532,Audi,Generic Model 2,2016.0,Black,174334.0,49986.0,Used
21532,21533,Lexus,Generic Model 3,2009.0,White,55567.0,21515.0,New
21533,21534,Hyundai,Generic Model 1,2015.0,Black,195621.0,13206.0,New
21534,21535,Jeep,Generic Model 3,2019.0,Green,126170.0,72950.0,New
21535,21536,Ford,Explorer,2011.0,White,185321.0,24053.0,New
21536,21537,BMW,Generic Model 2,2020.0,Green,140388.0,14110.0,Used
21537,21538,Jeep,Generic Model 1,1990.0,Silver,54498.0,25406.0,Used
21538,21539,Volkswagen,Generic Model 3,1991.0,Black,4408.0,62788.0,Used
21539,21540,Volvo,Generic Model 1,2016.0,Black,31374.0,13918.0,Used
21540,21541,Volvo,Generic Model 3,1999.0,White,74654.0,5740.0,Used
21541,21542,Kia,Generic Model 1,2004.0,Blue,79145.0,31156.0,New
21542,21543,Jeep,Generic Model 1,2010.0,Red,5795.0,76427.0,Used
21543,21544,Subaru,Generic Model 2,2008.0,Green,191871.0,76815.0,New
21544,21545,Jeep,Generic Model 1,1991.0,Green,111505.0,48287.0,New
21545,21546,Hyundai,Generic Model 2,1998.0,Blue,5201.0,52394.0,Used
21546,21547,Nissan,Generic Model 3,2014.0,Blue,67616.0,25942.0,New
21547,21548,Hyundai,Generic Model 3,2014.0,White,72843.0,36715.0,Used
21548,21549,Toyota,Prius,1993.0,White,55325.0,37824.0,New
21549,21550,Audi,Generic Model 2,1996.0,White,87915.0,53451.0,New
21550,21551,Audi,Generic Model 2,2003.0,Silver,168334.0,21650.0,New
21551,21552,Hyundai,Generic Model 3,2009.0,Blue,169314.0,11928.0,Used
21552,21553,Subaru,Generic Model 2,2002.0,Black,183367.0,19130.0,Used
21553,21554,Volkswagen,Generic Model 3,2018.0,Blue,154982.0,42348.0,New
21554,21555,Hyundai,Generic Model 2,2021.0,Green,175080.0,61775.0,Used
21555,21556,Nissan,Generic Model 2,1997.0,Red,67425.0,10115.0,Used
21556,21557,Volvo,Generic Model 1,2010.0,Green,156489.0,48852.0,Used
21557,21558,Nissan,Generic Model 2,2017.0,Green,146296.0,10534.0,New
21558,21559,Lexus,Generic Model 3,2018.0,Green,142952.0,47802.0,Used
21559,21560,Honda,Fit,2009.0,Green,187620.0,55532.0,Used
21560,21561,Lexus,Generic Model 2,2007.0,White,47739.0,62879.0,New
21561,21562,Jeep,Generic Model 2,2014.0,White,100056.0,28244.0,Used
21562,21563,Mercedes-Benz,Generic Model 3,2000.0,Silver,553.0,39525.0,New
21563,21564,Kia,Generic Model 2,2009.0,Silver,7769.0,12932.0,New
21564,21565,Honda,Fit,1994.0,Red,113525.0,63319.0,New
21565,21566,Volvo,Generic Model 2,1992.0,Green,99879.0,37170.0,New
21566,21567,Mercedes-Benz,Generic Model 2,2013.0,Blue,76903.0,57563.0,Used
21567,21568,Land Rover,Generic Model 3,2022.0,Black,31375.0,45512.0,New
21568,21569,Land Rover,Generic Model 3,1994.0,Green,162972.0,38314.0,New
21569,21570,Ford,Edge,2006.0,Red,13743.0,79139.0,New
21570,21571,Ford,Edge,2014.0,Silver,32666.0,69265.0,New
21571,21572,Kia,Generic Model 3,2018.0,Green,66706.0,21598.0,Used
21572,21573,Lexus,Generic Model 2,2018.0,Silver,165562.0,14740.0,Used
21573,21574,Tesla,Generic Model 3,2001.0,Red,172923.0,21643.0,New
21574,21575,Volkswagen,Generic Model 2,2008.0,Blue,8529.0,69801.0,Used
21575,21576,Audi,Generic Model 3,2015.0,Red,5977.0,72065.0,Used
21576,21577,Porsche,Generic Model 2,2020.0,White,84136.0,41451.0,New
21577,21578,Jeep,Generic Model 1,2000.0,Black,175861.0,33444.0,New
21578,21579,Mazda,Generic Model 2,2019.0,Green,124863.0,21723.0,New
21579,21580,BMW,Generic Model 2,1997.0,Black,125735.0,34380.0,New
21580,21581,Land Rover,Generic Model 1,2020.0,Green,12209.0,5880.0,Used
21581,21582,Kia,Generic Model 1,2011.0,Blue,190088.0,7025.0,Used
21582,21583,Ford,Mustang,1998.0,Red,120431.0,69654.0,New
21583,21584,Mercedes-Benz,Generic Model 2,1995.0,Green,108496.0,75729.0,New
21584,21585,Chevrolet,Generic Model 1,2017.0,Silver,72784.0,14844.0,New
21585,21586,Nissan,Generic Model 1,2005.0,Black,99290.0,78006.0,New
21586,21587,Chevrolet,Generic Model 3,1991.0,Green,125848.0,37119.0,New
21587,21588,Jeep,Generic Model 1,1994.0,White,123299.0,61313.0,Used
21588,21589,Volvo,Generic Model 2,2022.0,Green,21082.0,31653.0,New
21589,21590,Chevrolet,Generic Model 3,1990.0,Black,175193.0,5477.0,New
21590,21591,Jaguar,Generic Model 1,2018.0,Green,83249.0,77738.0,New
21591,21592,Lexus,Generic Model 1,2017.0,Black,45939.0,21718.0,New
21592,21593,Ford,Explorer,1991.0,Silver,160430.0,24274.0,New
21593,21594,Tesla,Generic Model 2,2003.0,Blue,91819.0,23048.0,Used
21594,21595,Tesla,Generic Model 2,2014.0,Black,21092.0,71941.0,Used
21595,21596,Audi,Generic Model 3,1995.0,Black,116555.0,10239.0,New
21596,21597,Lexus,Generic Model 2,1990.0,Green,194106.0,55945.0,New
21597,21598,Volvo,Generic Model 3,2014.0,Black,55017.0,32728.0,New
21598,21599,Nissan,Generic Model 1,2021.0,Green,184636.0,49526.0,New
21599,21600,Audi,Generic Model 1,2006.0,Blue,180237.0,33660.0,Used
21600,21601,Jeep,Generic Model 2,1991.0,Silver,20683.0,72632.0,Used
21601,21602,Land Rover,Generic Model 3,2000.0,Red,33262.0,62298.0,New
21602,21603,Ford,Focus,2019.0,Black,11584.0,19441.0,New
21603,21604,Chevrolet,Generic Model 2,2022.0,Blue,178663.0,39281.0,Used
21604,21605,Lexus,Generic Model 3,2019.0,Blue,89601.0,41978.0,Used
21605,21606,Land Rover,Generic Model 3,1998.0,Silver,23158.0,14835.0,New
21606,21607,Volvo,Generic Model 2,1991.0,Red,82524.0,38793.0,Used
21607,21608,Audi,Generic Model 3,2020.0,White,122550.0,49378.0,New
21608,21609,Kia,Generic Model 3,2003.0,Blue,37712.0,10732.0,Used
21609,21610,Chevrolet,Generic Model 3,2015.0,Green,39729.0,56737.0,Used
21610,21611,Volvo,Generic Model 1,2002.0,Green,186034.0,27557.0,New
21611,21612,Lexus,Generic Model 1,2020.0,Silver,138050.0,33696.0,Used
21612,21613,Hyundai,Generic Model 2,2001.0,Silver,123748.0,71802.0,New
21613,21614,Mazda,Generic Model 1,2013.0,Silver,64247.0,19710.0,New
21614,21615,Hyundai,Generic Model 2,2012.0,Blue,134368.0,23338.0,Used
21615,21616,Jaguar,Generic Model 2,1994.0,White,181014.0,26703.0,New
21616,21617,Ford,Edge,2005.0,Blue,173807.0,72057.0,Used
21617,21618,Land Rover,Generic Model 2,2000.0,Green,149930.0,77310.0,New
21618,21619,Toyota,Camry,2020.0,Blue,90521.0,23929.0,New
21619,21620,BMW,Generic Model 3,1997.0,White,188424.0,9406.0,Used
21620,21621,Mazda,Generic Model 2,2005.0,Red,186205.0,78309.0,Used
21621,21622,Porsche,Generic Model 2,2016.0,Black,29735.0,71566.0,New
21622,21623,Tesla,Generic Model 3,2008.0,Silver,161628.0,38346.0,Used
21623,21624,BMW,Generic Model 3,2009.0,Blue,30201.0,6203.0,New
21624,21625,Jeep,Generic Model 2,2022.0,Blue,154016.0,50726.0,Used
21625,21626,Jeep,Generic Model 1,1994.0,Blue,149768.0,12027.0,New
21626,21627,Mercedes-Benz,Generic Model 1,1997.0,Blue,181211.0,37447.0,Used
21627,21628,Honda,CR-V,1992.0,Black,45804.0,29193.0,New
21628,21629,BMW,Generic Model 1,2016.0,Blue,48731.0,43012.0,New
21629,21630,Volkswagen,Generic Model 2,1999.0,Black,6313.0,9836.0,New
21630,21631,Volvo,Generic Model 3,2003.0,Black,123558.0,12904.0,New
21631,21632,Porsche,Generic Model 1,2016.0,White,91689.0,38945.0,New
21632,21633,Chevrolet,Generic Model 2,2015.0,Blue,65186.0,72720.0,Used
21633,21634,Toyota,Highlander,2017.0,White,26785.0,22105.0,Used
21634,21635,Volvo,Generic Model 2,2003.0,Green,83010.0,36975.0,New
21635,21636,Jeep,Generic Model 2,2020.0,Silver,136632.0,60820.0,Used
21636,21637,Kia,Generic Model 2,1994.0,Silver,91681.0,10810.0,New
21637,21638,Audi,Generic Model 3,2005.0,Silver,46702.0,32654.0,Used
21638,21639,Kia,Generic Model 1,2019.0,White,164575.0,18389.0,Used
21639,21640,Volvo,Generic Model 3,2001.0,White,8016.0,48883.0,New
21640,21641,Chevrolet,Generic Model 2,1990.0,Green,36357.0,72549.0,New
21641,21642,Mazda,Generic Model 2,2000.0,Green,52859.0,35064.0,Used
21642,21643,Mercedes-Benz,Generic Model 3,1994.0,Red,186751.0,45145.0,New
21643,21644,Tesla,Generic Model 2,2000.0,Red,95596.0,53504.0,New
21644,21645,Toyota,Tacoma,2018.0,Red,176213.0,46172.0,Used
21645,21646,Toyota,Prius,1990.0,Silver,195635.0,60029.0,Used
21646,21647,Jaguar,Generic Model 3,2002.0,White,40724.0,17370.0,New
21647,21648,Ford,Focus,2007.0,Silver,57665.0,15972.0,Used
21648,21649,Jaguar,Generic Model 2,2008.0,Blue,94818.0,30488.0,Used
21649,21650,Kia,Generic Model 1,2010.0,Green,82988.0,60897.0,Used
21650,21651,Kia,Generic Model 2,1999.0,White,166610.0,75486.0,Used
21651,21652,BMW,Generic Model 3,2006.0,Green,155722.0,45707.0,New
21652,21653,Land Rover,Generic Model 1,2012.0,Red,28736.0,25727.0,New
21653,21654,Lexus,Generic Model 1,2014.0,Red,75783.0,26760.0,Used
21654,21655,Nissan,Generic Model 2,1998.0,White,44235.0,58465.0,New
21655,21656,Toyota,Highlander,2004.0,Green,96911.0,54306.0,New
21656,21657,Tesla,Generic Model 3,2009.0,Silver,181238.0,24164.0,New
21657,21658,Kia,Generic Model 2,2013.0,Silver,61623.0,54617.0,New
21658,21659,Lexus,Generic Model 2,2001.0,White,48675.0,58938.0,Used
21659,21660,Mazda,Generic Model 2,1996.0,White,132950.0,65952.0,New
21660,21661,Land Rover,Generic Model 3,2007.0,Green,22073.0,49327.0,Used
21661,21662,Toyota,Highlander,1999.0,Green,185177.0,56161.0,New
21662,21663,Ford,Edge,2022.0,White,146810.0,43937.0,Used
21663,21664,Subaru,Generic Model 2,1996.0,Blue,18914.0,14105.0,New
21664,21665,Mercedes-Benz,Generic Model 1,2006.0,White,38664.0,71600.0,New
21665,21666,Toyota,Tacoma,1990.0,Silver,113892.0,5292.0,New
21666,21667,Chevrolet,Generic Model 3,2010.0,Blue,98945.0,17240.0,New
21667,21668,Ford,Mustang,1998.0,Green,197304.0,73378.0,New
21668,21669,Honda,Civic,2021.0,Blue,67831.0,77080.0,New
21669,21670,Honda,Pilot,2015.0,Red,15523.0,77666.0,New
21670,21671,Porsche,Generic Model 3,1991.0,White,164950.0,28115.0,New
21671,21672,Volkswagen,Generic Model 3,2006.0,White,89675.0,46750.0,New
21672,21673,Lexus,Generic Model 3,2014.0,Green,81452.0,23019.0,Used
21673,21674,Jeep,Generic Model 1,1997.0,Blue,129938.0,43716.0,Used
21674,21675,Land Rover,Generic Model 1,1997.0,Silver,80475.0,45550.0,Used
21675,21676,Toyota,Camry,1993.0,Silver,64211.0,6454.0,New
21676,21677,Chevrolet,Generic Model 3,2002.0,Silver,167868.0,58569.0,Used
21677,21678,Subaru,Generic Model 2,2004.0,Black,37370.0,50279.0,New
21678,21679,Lexus,Generic Model 1,2007.0,Red,185342.0,42885.0,New
21679,21680,Toyota,Corolla,1993.0,Silver,115793.0,57381.0,New
21680,21681,Jeep,Generic Model 2,2013.0,Silver,144716.0,12901.0,Used
21681,21682,Mercedes-Benz,Generic Model 2,2000.0,Green,142081.0,66876.0,New
21682,21683,Toyota,Highlander,2008.0,Green,161964.0,41583.0,Used
21683,21684,Mazda,Generic Model 1,1998.0,Blue,176990.0,72067.0,Used
21684,21685,Mazda,Generic Model 3,1997.0,White,108388.0,65560.0,Used
21685,21686,Jeep,Generic Model 2,2010.0,Red,19195.0,13470.0,New
21686,21687,Tesla,Generic Model 1,2010.0,Black,86367.0,54359.0,Used
21687,21688,Ford,F-150,2000.0,Silver,72526.0,78835.0,Used
21688,21689,Tesla,Generic Model 1,2008.0,White,184494.0,66601.0,New
21689,21690,Jeep,Generic Model 1,2020.0,Blue,137400.0,35133.0,New
21690,21691,Chevrolet,Generic Model 1,2018.0,White,12583.0,17572.0,New
21691,21692,Lexus,Generic Model 3,1999.0,Silver,86906.0,43915.0,New
